\[ScriptCapitalU],U+0F784,U+1D4B0,MATHEMATICAL SCRIPT CAPITAL U
\[ScriptCapitalV],U+0F785,U+1D4B1,MATHEMATICAL SCRIPT CAPITAL V
\[ScriptCapitalW],U+0F786,U+1D4B2,MATHEMATICAL SCRIPT CAPITAL W
\[ScriptCapitalX],U+0F787,U+1D4B3,MATHEMATICAL SCRIPT CAPITAL X
\[ScriptCapitalY],U+0F788,U+1D4B4,MATHEMATICAL SCRIPT CAPITAL Y
\[ScriptCapitalZ],U+0F789,U+1D4B5,MATHEMATICAL SCRIPT CAPITAL Z
\[ScriptD],U+0F6B5,U+1D4B9,MATHEMATICAL SCRIPT SMALL D
\[ScriptDotlessI],U+0F730,U+1D4BE,MATHEMATICAL SCRIPT SMALL I
\[ScriptDotlessJ],U+0F731,U+1D4BF,MATHEMATICAL SCRIPT SMALL J
\[ScriptF],U+0F6B7,U+1D4BB,MATHEMATICAL SCRIPT SMALL F
\[ScriptH],U+0F6B9,U+1D4BD,MATHEMATICAL SCRIPT SMALL H
\[ScriptI],U+0F6BA,U+1D4BE,MATHEMATICAL SCRIPT SMALL I
\[ScriptJ],U+0F6BB,U+1D4BF,MATHEMATICAL SCRIPT SMALL J
\[ScriptK],U+0F6BC,U+1D4C0,MATHEMATICAL SCRIPT SMALL K
\[ScriptM],U+0F6BE,U+1D4C2,MATHEMATICAL SCRIPT SMALL M
\[ScriptN],U+0F6BF,U+1D4C3,MATHEMATICAL SCRIPT SMALL N
\[ScriptP],U+0F6C1,U+1D4C5,MATHEMATICAL SCRIPT SMALL P
\[ScriptQ],U+0F6C2,U+1D4C6,MATHEMATICAL SCRIPT SMALL Q
\[ScriptR],U+0F6C3,U+1D4C7,MATHEMATICAL SCRIPT SMALL R
\[ScriptS],U+0F6C4,U+1D4C8,MATHEMATICAL SCRIPT SMALL S
\[ScriptT],U+0F6C5,U+1D4C9,MATHEMATICAL SCRIPT SMALL T
\[ScriptU],U+0F6C6,U+1D4CA,MATHEMATICAL SCRIPT SMALL U
\[ScriptV],U+0F6C7,U+1D4CB,MATHEMATICAL SCRIPT SMALL V
\[ScriptW],U+0F6C8,U+1D4CC,MATHEMATICAL SCRIPT SMALL W
\[ScriptX],U+0F6C9,U+1D4CD,MATHEMATICAL SCRIPT SMALL X
\[ScriptY],U+0F6CA,U+1D4CE,MATHEMATICAL SCRIPT SMALL Y
\[ScriptZ],U+0F6CB,U+1D4CF,MATHEMATICAL SCRIPT SMALL Z
\[ShortDownArrow],U+0F52B,U+02193,DOWNWARDS ARROW
\[ShortLeftArrow],U+0F526,U+02190,LEFTWARDS ARROW
\[ShortRightArrow],U+0F525,U+02192,RIGHTWARDS ARROW
\[ShortUpArrow],U+0F52A,U+02191,UPWARDS ARROW
\[SpanFromAbove],U+0F3BB,U+022EE,VERTICAL ELLIPSIS
\[SpanFromBoth],U+0F3BC,U+022F1,DOWN RIGHT DIAGONAL ELLIPSIS
\[SpanFromLeft],U+0F3BA,U+022EF,MIDLINE HORIZONTAL ELLIPSIS
\[Square],U+0F520,U+025AB,WHITE SMALL SQUARE
\[TensorProduct],U+0F3DA,U+02297,CIRCLED TIMES
\[Transpose],U+0F3C7,U+01D40,MODIFIER LETTER CAPITAL T
\[TripleDot],U+0F758,U+022EF,MIDLINE HORIZONTAL ELLIPSIS
\[UndirectedEdge],U+0F3D4,U+02194,LEFT RIGHT ARROW
\[Uranus],U+02645,U+026E2,ASTRONOMICAL SYMBOL FOR URANUS
\[VerticalBar],U+0F3D0,U+0007C,VERTICAL LINE
